"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","359","100 Colonial Road, North Attleborough Center, North Attleborough","4/1/2019 - 6/30/2019, Every day, Daily Average",3362,2584,4372
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","360","0 Landsdowne Street, MIT, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1264,902,1771
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","361","0 Hayes Street, Riverside, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1264,917,1741
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","362","0 Roberts Road, Mid-Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1403,1019,1930
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","363","0 Channing Street, West Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1381,1051,1814
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","364","0 Richard Avenue, North Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1549,1147,2090
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","365","100 Palmer Street, Arlington","4/1/2019 - 6/30/2019, Every day, Daily Average",1531,1065,2200
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","366","0 Eastern Avenue, Arlington","4/1/2019 - 6/30/2019, Every day, Daily Average",1895,1393,2576
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","367","0 Pleasant Street, Lexington","4/1/2019 - 6/30/2019, Every day, Daily Average",2062,1524,2788
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","368","0 Hayden Avenue, Lexington","4/1/2019 - 6/30/2019, Every day, Daily Average",2129,1609,2816
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","369","200 Waltham Street, Lexington","4/1/2019 - 6/30/2019, Every day, Daily Average",2197,1676,2878
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","370","100 Old Billerica Road, Bedford","4/1/2019 - 6/30/2019, Every day, Daily Average",2164,1643,2849
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","372","0 Clara Barton Road, North Oxford, Oxford","4/1/2019 - 6/30/2019, Every day, Daily Average",3804,2965,4880
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","373","0 Westwind Drive, Webster","4/1/2019 - 6/30/2019, Every day, Daily Average",4598,3518,6008
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","374","0 Connector Road, Westborough","4/1/2019 - 6/30/2019, Every day, Daily Average",2796,2101,3719
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","375","0 Mason Street, Attleboro","4/1/2019 - 6/30/2019, Every day, Daily Average",3482,2680,4522
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","377","0 Middlesex Street, Fall River","4/1/2019 - 6/30/2019, Every day, Daily Average",4433,3414,5754
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","378","Gated Fire Lane, Westport","4/1/2019 - 6/30/2019, Every day, Daily Average",4116,3153,5371
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","380","0 3 Ponds Road, Wayland","4/1/2019 - 6/30/2019, Every day, Daily Average",2564,1987,3307
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","384","0 Davis Road, Bedford","4/1/2019 - 6/30/2019, Every day, Daily Average",2618,1925,3558
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","385","0 Sandy Pond Road, Lincoln","4/1/2019 - 6/30/2019, Every day, Daily Average",2352,1779,3108
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","386","800 Sudbury Road, Concord","4/1/2019 - 6/30/2019, Every day, Daily Average",2684,2059,3498
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","387","0 Hammond Street, Acton","4/1/2019 - 6/30/2019, Every day, Daily Average",3310,2515,4354
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","388","0 Sandy Drive, Acton","4/1/2019 - 6/30/2019, Every day, Daily Average",3106,2373,4064
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","389","0 Captain Forbush Lane, Acton","4/1/2019 - 6/30/2019, Every day, Daily Average",3237,2464,4251
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","390","100 Parker Street, Maynard","4/1/2019 - 6/30/2019, Every day, Daily Average",3243,2574,4085
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","391","0 Colonial Way, Weston","4/1/2019 - 6/30/2019, Every day, Daily Average",1628,1207,2195
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","392","200 Richmond Street, New Bedford","4/1/2019 - 6/30/2019, Every day, Daily Average",4819,3758,6178
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","400","400 Slosberg Music Center, South Street, Brandeis, Waltham","4/1/2019 - 6/30/2019, Every day, Daily Average",1783,1372,2315
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","401","Cottage Street, North Waltham, Waltham","4/1/2019 - 6/30/2019, Every day, Daily Average",2258,1756,2902
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","402","100 Edward Road, Watertown","4/1/2019 - 6/30/2019, Every day, Daily Average",1464,1045,2049
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","403","0 Rossmere Street, Newtonville, Newton","4/1/2019 - 6/30/2019, Every day, Daily Average",1322,960,1819
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","404","200 Herrick Road, Newton Centre, Newton","4/1/2019 - 6/30/2019, Every day, Daily Average",1787,1333,2394
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","405","Upper Falls Greenway, Newton Highlands, Newton","4/1/2019 - 6/30/2019, Every day, Daily Average",2157,1559,2984
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","406","100 Oak Street, Natick","4/1/2019 - 6/30/2019, Every day, Daily Average",1890,1359,2627
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","407","0 Riverbend Drive, Natick","4/1/2019 - 6/30/2019, Every day, Daily Average",2745,2067,3643
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","408","0 Dudley Road, Framingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2381,1866,3037
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","409","0 Chouteau Avenue, Framingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2049,1498,2801
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","410","Hiking Trail Ashland Reservior, Ashland","4/1/2019 - 6/30/2019, Every day, Daily Average",3146,2378,4161
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","412","100 Washington Street, North Easton, Easton","4/1/2019 - 6/30/2019, Every day, Daily Average",2735,2040,3665
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","413","200 Marion Street, Central-Maverick Square / Paris Street, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",350,124,981
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","415","0 Pickwick Road, Marblehead","4/1/2019 - 6/30/2019, Every day, Daily Average",2023,1586,2579
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","416","0 Overlook Road, Marblehead","4/1/2019 - 6/30/2019, Every day, Daily Average",2246,1800,2801
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","417","Ash Avenue, Salem","4/1/2019 - 6/30/2019, Every day, Daily Average",2370,1803,3114
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","418","0 Cauldron Court, Salem","4/1/2019 - 6/30/2019, Every day, Daily Average",1980,1492,2626
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","419","Poplar Avenue, Lynn","4/1/2019 - 6/30/2019, Every day, Daily Average",1367,1008,1853
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","420","0 Warren Avenue, Saugus","4/1/2019 - 6/30/2019, Every day, Daily Average",1358,905,2036
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","424","200 Warren Street, Brookline","4/1/2019 - 6/30/2019, Every day, Daily Average",1946,1477,2562
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","425","200 Bolton Street, D Street / West Broadway, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",984,640,1511
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","426","0 Ledgewood Road, Dedham","4/1/2019 - 6/30/2019, Every day, Daily Average",2217,1606,3059
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","427","400 Charles River Street, Needham","4/1/2019 - 6/30/2019, Every day, Daily Average",2483,1847,3336
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","428","0 Dukes Road, Wellesley Hills, Wellesley","4/1/2019 - 6/30/2019, Every day, Daily Average",2198,1663,2904
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","429","0 High Street, Medfield","4/1/2019 - 6/30/2019, Every day, Daily Average",2991,2346,3812
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","430","300 Central Street, Saugus","4/1/2019 - 6/30/2019, Every day, Daily Average",1329,984,1793
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","431","0 East Huckleberry Road, Lynnfield","4/1/2019 - 6/30/2019, Every day, Daily Average",1738,1301,2321
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","432","0 Irving Street, Peabody","4/1/2019 - 6/30/2019, Every day, Daily Average",1967,1516,2550
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","433","0 Sherwood Avenue, Danvers","4/1/2019 - 6/30/2019, Every day, Daily Average",2269,1783,2886
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","434","200 Newburyport Turnpike, Topsfield","4/1/2019 - 6/30/2019, Every day, Daily Average",2289,1787,2931
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","435","300 Harrison Avenue, South End, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",765,495,1181
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","436","500 Highland Street, South Hamilton, Hamilton","4/1/2019 - 6/30/2019, Every day, Daily Average",2747,2256,3343
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","437","0 Lanes Farm Way, Rockport, Rockport","4/1/2019 - 6/30/2019, Every day, Daily Average",3759,3119,4528
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","438","0 Pleasant Street, Gloucester","4/1/2019 - 6/30/2019, Every day, Daily Average",3556,2893,4369
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","439","0 Oak Street, Medway","4/1/2019 - 6/30/2019, Every day, Daily Average",3955,3010,5195
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","440","0 Ridge Road, Foxborough, Foxborough","4/1/2019 - 6/30/2019, Every day, Daily Average",2873,2156,3828
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","441","0 Currier Farm Road, Westwood","4/1/2019 - 6/30/2019, Every day, Daily Average",2299,1670,3164
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","442","200 Vernon Street, Norwood","4/1/2019 - 6/30/2019, Every day, Daily Average",2791,2065,3771
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","443","400 Walpole Street, Norwood","4/1/2019 - 6/30/2019, Every day, Daily Average",2952,2179,3998
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","444","0 Cedarcrest Road, Canton","4/1/2019 - 6/30/2019, Every day, Daily Average",2325,1676,3224
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","445","1400 Canton Avenue, Milton","4/1/2019 - 6/30/2019, Every day, Daily Average",1962,1390,2768
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","446","0 Colby Road, North Quincy, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",1661,1105,2494
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","447","0 Murphy Memorial Drive, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",2079,1423,3036
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","448","200 Ricciuti Drive, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",1603,1105,2325
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","449","0 Squam Lane, Gloucester","4/1/2019 - 6/30/2019, Every day, Daily Average",3176,2597,3882
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","450","0 Labor in Vain Road, Ipswich, Ipswich","4/1/2019 - 6/30/2019, Every day, Daily Average",3060,2560,3656
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","455","0 Ranger Road, Methuen","4/1/2019 - 6/30/2019, Every day, Daily Average",2673,2072,3448
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","456","1600 Turnpike Street, North Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2511,1976,3190
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","457","0 Sagamore Drive, Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2226,1695,2922
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","458","0 Whittier Road, Haverhill","4/1/2019 - 6/30/2019, Every day, Daily Average",3103,2473,3893
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","459","0 Farm Road, Braintree","4/1/2019 - 6/30/2019, Every day, Daily Average",1812,1251,2622
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","460","0 Connell Street, Braintree","4/1/2019 - 6/30/2019, Every day, Daily Average",1953,1373,2776
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","461","200 King Hill Road, Braintree","4/1/2019 - 6/30/2019, Every day, Daily Average",1851,1277,2681
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","462","Fall River Expressway, Randolph","4/1/2019 - 6/30/2019, Every day, Daily Average",1936,1354,2767
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","463","0 Alfred Terrace, Randolph","4/1/2019 - 6/30/2019, Every day, Daily Average",2360,1567,3552
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","464","100 Swan Avenue, South Weymouth, Weymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",2255,1618,3142
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","465","100 Wingate Road, East Weymouth, Weymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",2491,1794,3457
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","466","200 Concord Street, Haverhill","4/1/2019 - 6/30/2019, Every day, Daily Average",2884,2297,3620
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","467","0 Brandon Road, Haverhill","4/1/2019 - 6/30/2019, Every day, Daily Average",2829,2253,3551
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","468","200 Center Street, Groveland","4/1/2019 - 6/30/2019, Every day, Daily Average",3293,2665,4068
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","469","0 Middle Road, Amesbury","4/1/2019 - 6/30/2019, Every day, Daily Average",3424,2767,4236
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","470","0 Bayberry Lane, Salisbury","4/1/2019 - 6/30/2019, Every day, Daily Average",3210,2671,3857
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","472","0 Vincent Way, Franklin","4/1/2019 - 6/30/2019, Every day, Daily Average",3688,2935,4633
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","473","0 Alderwood Road, Stoughton","4/1/2019 - 6/30/2019, Every day, Daily Average",2614,1925,3548
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","475","Glacier Lane, Hingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2968,2250,3914
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","476","0 Legion Drive, Hanover","4/1/2019 - 6/30/2019, Every day, Daily Average",2813,2041,3876
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","477","0 Bearce Lane, Scituate","4/1/2019 - 6/30/2019, Every day, Daily Average",3211,2528,4078
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","478","100 Centre Avenue, Abington","4/1/2019 - 6/30/2019, Every day, Daily Average",2748,2064,3657
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","479","200 Alden Street, Whitman","4/1/2019 - 6/30/2019, Every day, Daily Average",2822,2188,3639
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","481","200 East Center Street, West Bridgewater","4/1/2019 - 6/30/2019, Every day, Daily Average",2853,2184,3726
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","482","0 Hidden Valley Road, Marshfield","4/1/2019 - 6/30/2019, Every day, Daily Average",2944,2151,4028
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","483","0 Ridge Avenue, Pembroke","4/1/2019 - 6/30/2019, Every day, Daily Average",3323,2456,4494
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","486","100 South Meadow Road, Plymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",3696,2803,4872
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","487","500 Main Street, Medford Street / The Neck, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",771,519,1144
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","488","Snake Hill Road, Plymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",3932,3017,5122
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","490","0 Shortbrook Avenue, Middleborough","4/1/2019 - 6/30/2019, Every day, Daily Average",4136,3169,5396
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","491","0 Haverford Street, Jamaica Plain, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1515,1078,2127
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","492","0 Princeton Street, East Boston, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",400,202,788
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","493","Allston Street, Brighton, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1570,1207,2041
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","494","0 Glenville Avenue, Allston, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1365,1012,1839
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","495","300 Brookline Avenue, Medical Center Area, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1321,965,1808
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","496","0 Newbury Street, Back Bay East, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1081,735,1587
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","497","0 Blossom Street, West End, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",783,514,1191
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","498","0 Causeway Street, West End, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",670,425,1054
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","499","0 Elm Street, Charlestown, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",994,661,1493
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","500","Tobin Memorial Bridge, Charlestown, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1008,640,1587
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","501","0 P Street, South Boston, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1031,676,1571
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","502","600 East Fifth Street, South Boston, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1058,687,1628
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","503","0 Eustis Street, Roxbury, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1024,717,1461
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","504","0 Francis Street, Fenway/Kenmore, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1439,1058,1956
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","505","100 Harold Street, Roxbury, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1502,1038,2173
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","506","0 Schuyler Street, Dorchester, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1586,1137,2211
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","507","0 Burrell Street, Roxbury, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1284,844,1952
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","508","0 Stoughton Street, Dorchester, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1205,796,1823
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","509","0 Homes Avenue, Dorchester, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1530,1024,2284
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","510","0 Dakota Street, Dorchester, Dorchester Center, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1383,937,2040
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","511","0 Fairmount Street, Dorchester, Dorchester Center, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1507,1066,2130
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","512","1000 Adams Street, Dorchester, Dorchester Center, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1447,968,2162
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","516","0 Highland Avenue, Highlands, Lowell","4/1/2019 - 6/30/2019, Every day, Daily Average",3224,2349,4424
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","517","0 D Street, Highlands, Lowell","4/1/2019 - 6/30/2019, Every day, Daily Average",2594,2078,3238
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","518","0 Briar Avenue, Belvidere, Lowell","4/1/2019 - 6/30/2019, Every day, Daily Average",2900,2185,3847
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","519","0 Jasmine Court, Dracut","4/1/2019 - 6/30/2019, Every day, Daily Average",3459,2687,4451
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","520","0 Lexington Road, Dracut","4/1/2019 - 6/30/2019, Every day, Daily Average",3099,2406,3990
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","521","0 Hosmer Street, Mattapan, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1783,1229,2586
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","522","100 Durnell Avenue, Roslindale, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",2161,1674,2789
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","523","0 Woodland Road, Jamaica Plain, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1833,1392,2412
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","524","100 Laurie Avenue, Upper Washington / Spring Street, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",2698,2038,3570
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","525","0 Parkson Street, Hyde Park, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",2230,1670,2976
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","526","0 Orange Street, Chelsea","4/1/2019 - 6/30/2019, Every day, Daily Average",837,569,1231
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","527","200 Beach Street, Revere","4/1/2019 - 6/30/2019, Every day, Daily Average",623,396,977
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","528","0 Short Street, Winthrop","4/1/2019 - 6/30/2019, Every day, Daily Average",508,348,741
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","529","0 Circuit Drive, Roxbury, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1660,1205,2286
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","530","0 Dry Dock Avenue, Seaport District, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",573,299,1097
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","531","100 Methuen Road, Dracut","4/1/2019 - 6/30/2019, Every day, Daily Average",2952,2251,3870
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","532","1100 Livingston Street, North Tewksbury, Tewksbury","4/1/2019 - 6/30/2019, Every day, Daily Average",2617,1958,3496
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","533","200 Mitchell G Drive, Tewksbury","4/1/2019 - 6/30/2019, Every day, Daily Average",2473,1851,3303
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","534","0 Abbott Road, Billerica","4/1/2019 - 6/30/2019, Every day, Daily Average",2737,2074,3610
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","536","0 Marriott Place, Billerica","4/1/2019 - 6/30/2019, Every day, Daily Average",2312,1769,3020
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","537","0 Talbot Avenue, North Billerica, Billerica","4/1/2019 - 6/30/2019, Every day, Daily Average",2449,1895,3164
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","538","0 Pinewood Road, Chelmsford","4/1/2019 - 6/30/2019, Every day, Daily Average",2869,2258,3644
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","539","0 Schofield Road, Chelmsford","4/1/2019 - 6/30/2019, Every day, Daily Average",3221,2415,4295
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","540","Charles River Esplanade, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",897,596,1349
